family,title,abstract,applicants,inventors,dates,classes
44063108,"TRIPLE TRANSGENIC MOUSE MODEL OF AUTOIMMUNE DISEASE AND NF-KAPPA B IN VIVO IMAGING","The present invention provides for monitoring of NF-[kappa]B-associated inflammation in mice undergoing Id-driven autoimmune disease. The mice are triple transgenic mice expressing both Id+ B cells and Id-specific CD4+ T cells as well as a luciferase reporter transgene under NF-[kappa]B control. NF-[kappa]B activation and nuclear translocation of NF-[kappa]B, luciferase activity are repeatedly monitored in intact mice by whole body bioluminescence imaging. Results are corroborated at the cellular level by detection of luciferase protein expression in single cells. The results show that imaging of NF-[kappa]B activation permits early detection of subclinical disease as well as tracking of disease development.",,bogen bjarne[no]; munthe ludvig[no]; carlsen harald[no]; blomhoff rune[no],20110526,A01K67/0278;A61K49/0008;C07K14/7051;C12N15/8509;A01K2217/052;A01K2217/15;A01K2227/105;A01K2267/0325;A01K2267/0393
61132892,"","",,,20200521,A61K39/0011;A61K39/0011;A61K39/001104;A61K39/001112;A61K39/001113;A61K39/001119;A61K39/001124;A61K39/001166;A61K39/001168;A61K39/001186;A61K39/001188;C07K16/2818;A61K2039/5156;A61K2039/5158;C07K2319/03;C07K2319/033
69181995,"COMPOSITIONS AND METHODS FOR TCR REPROGRAMMING USING TARGET SPECIFIC FUSION PROTEINS","Provided herein are T cell receptor (TCR) fusion proteins (TFPs), T cells engineered to express one or more MUC16 or IL 13Rα2 or MSLN TFPs, and methods of use thereof for the treatment of diseases, including cancer.",tcr2 therapeutics inc[us],baeuerle patrick alexander[de]; hofmeister robert[us]; getts daniel[us]; ashminova vania[us]; ding jian[us],20211014,A61K35/17;A61K35/17;A61K35/17;A61K38/177;A61K39/00117;A61K39/39558;A61P35/00;A61P35/00;A61P35/00;C07K14/4748;C07K14/7051;C07K14/7051;C07K14/7051;C07K14/70578;C07K14/7155;C07K16/2866;C07K16/2866;C07K16/30;C07K16/3092;C07K16/3092;C07K16/3092;C12N5/0636;C12N15/62;C12N15/85;C12N15/86;A61K38/00;A61K39/00117;A61K2039/505;A61K2039/5156;A61K2039/5156;A61K2039/5158;A61K2039/5158;A61K2039/585;C07K2317/24;C07K2317/24;C07K2317/569;C07K2317/569;C07K2317/622;C07K2317/622;C07K2317/622;C07K2317/92;C07K2319/00;C07K2319/02;C07K2319/02;C07K2319/03;C07K2319/03;C07K2319/03;C07K2319/21;C07K2319/30;C07K2319/30;C07K2319/33;C12N5/0636;C12N2510/00;C12N2510/00
63672201,"DETERMINING WT-1 SPECIFIC T CELLS AND WT-1 SPECIFIC T CELL RECEPTORS (TCRS)","The invention is directed to methods for determining antigen-specific T cells generally and to T cell receptors which bind an epitope of the Wilms' tumor antigen-1 (WT1) protein specifically. The disclosure also provides polynucleotides encoding the TCRs, engineered cells exogenously expressing the TCRs, and methods of making and using the TCRs and/or cells expressing the TCRs.",adaptive biotechnologies corp[us],milla marcos e[us]; klinger mark[us]; ebert peter j r[us]; hayes timothy lee[us]; osborne edward j[us]; hu joyce k[us],20181004,A61K39/001153;C07K14/4748;C07K14/7051;C07K16/30;C12Q1/6881;A61K2039/5156;A61K2039/5158;A61K2039/804;C07K2317/73;C12Q2600/106;C12Q2600/158;C12Q2600/16
74858814,"BISPECIFIC BINDING MOLECULES","The present disclosure provides novel bispecific molecules that binds to human Survivin and human CD3, and methods of making and using the same.",abbvie inc[us],chervin adam s[us]; dong feng[us]; reilly edward b[us]; stone jennifer d[us]; white michael k[us],20210819,C07K14/7051;C07K16/18;C07K16/18;C07K16/2809;C07K16/2809;C07K16/30;C07K2317/31;C07K2317/31;C07K2317/522;C07K2317/524;C07K2317/526;C07K2317/55;C07K2317/55;C07K2317/74;C07K2317/90;C07K2317/92;C07K2317/94;C07K2319/00;C07K2319/30
53298826,"Ｔ細胞受容体","",,,20180524,A61K35/17;A61K38/00;A61K38/177;C07K14/7051;C07K14/7051;C07K14/7051;C12N5/0636;A61K38/00;C12N2510/00
38834845,"POLYPEPTIDES","There is disclosed a polypeptide consisting of between 7 and 100 amino acids and comprising: the sequence of the peptide of any one of SEQ. ID NOS: 1 to 145. There is also disclosed a T-cell receptor, or a peptide-binding fragment thereof, wherein the CDR3 region of the beta chain of the T-cell receptor comprises a glycine residue at position 5 from the N-terminus. The T-cell receptor is capable of binding a peptide consisting of the sequence of SEQ. ID NO. 18, when the peptide is presented on an HLA molecule of a first HLA allele.",medinnova as,olweus johanna petra[no]; lund-johansen fridtjof[no]; walchli philippe sebastien[no]; stronen erlend[no]; johansen jorunn[no],20110616,A61K35/17;A61K39/0011;C07K14/7051;A61K38/00;A61K2039/5158
55952398,"PEPTIDES","The present invention relates to novel peptides derived from Progesterone-associated endometrial protein (PAEP), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; bombik izabela[gb]; mai nicole[gb]; sayer christopher[gb],20170921,C12N15/62;A61K39/0011;C07K14/4748;G01N33/5011;A61K2039/605;G01N2500/10;C07K14/7051
74647332,"PEPTIDES OF PAGE5","The present invention relates to novel peptides derived from P antigen family member 5 (PAGE5), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; sun meidai[gb],20210225,A61K38/1774;A61K38/1774;A61K39/0011;A61K39/001102;A61K39/001184;A61K39/001193;C07K14/4748;C07K14/7051;C07K14/70539;C07K14/70539;C07K16/2833;C07K16/30;C07K16/30;C07K16/3069;G01N33/6845;A61K39/00;A61K2039/804;C07K2317/92;C07K2319/00;G01N2333/7051;G01N2333/70539;G01N2800/7028
54939086,"Recombinant human progenitor cells, engineered human thymocytes, and engineered human T cells","Disclosed herein are recombinant human progenitor cells, engineered human thymocytes, and engineered human T cells. The recombinant human progenitor cells are made by transducing a human hematopoietic stem cell with a vector having a nucleic acid molecule which encodes a human T cell receptor specific to a virus, such as Human Immunodeficiency Virus, or an epitope thereof. The recombinant human progenitor cells differentiate and mature into the engineered human thymocytes and the engineered human T cells. Also disclosed herein are methods of inhibiting, reducing or treating a viral infection in a subject, such as a human subject, which comprises administering recombinant human progenitor cells, engineered human thymocytes, and/or engineered human T cells to the subject.",kitchen scott g[us]; zack jerome a[us]; yang otto o[us]; bennett michael s[us]; arumugam balamurugan[us]; univ california[us],kitchen scott g[us]; zack jerome a[us]; yang otto o[us]; bennett michael s[us]; arumugam balamurugan[us],20160105,C07K14/7051;C07K14/7051;C12N5/0636;C12N5/065;A61K2039/5156;A61K2039/5158;C12N2510/00
67806416,"Neoantigen Identification with Pan-Allele Models","A method for identifying neoantigens that are likely to be presented by MHC alleles on a surface of tumor cells of a subject. Peptide sequences of the tumor neoantigens and of the MHC alleles are obtained by sequencing the tumor cells of the subject. The peptide sequences of the tumor neoantigens and of the MHC alleles are input into a machine-learned presentation model to generate presentation likelihoods for the tumor neoantigens, each presentation likelihood representing the likelihood that a neoantigen is presented by at least one of the MHC alleles on the surface of the tumor cells of the subject. A subset of the neoantigens is selected based on the presentation likelihoods.",gritstone oncology inc[us],boucher thomas francis[us]; bulik-sullivan brendan[us]; busby jennifer[us]; skoberne mojca[us]; yelensky roman[us],20201231,C12Q1/6869;C40B30/04;C40B30/04;C40B30/04;G01N33/6848;G16B20/20;G16B20/20;G16B20/20;G16B20/20;G16B30/10;G16B30/10;G16B30/20;G16B40/00;G16B40/00;G16B40/00;G16B40/20;G16B40/20;G16B40/20;G01N33/6848;G01N33/6848;G01N2333/70539;G01N2333/70539;G01N2333/70539;G16B30/10
63371468,"HA-1 SPECIFIC T CELL RECEPTORS AND THEIR USE","The present invention covers an isolated T cell receptor (TCR) specific for one allelic variant of minor histocompatibility antigen 1 (HA-l), in particular the allelic variant HA-lH. An isolated polypeptide comprising a functional portion of the TCR is also described. Moreover, a multivalent TCR complex, nucleic acid molecules, vectors, cells, antibodies as well as medical uses that relate to the TCR are defined.",medigene immunotherapies gmbh[de],ellinger christian[de]; sommermeyer daniel[de]; bracher aline[de],20200213,C07K14/7051;C07K16/2833
43649661,"TREATMENT OF DISEASES CAUSED BY BACTERIAL EXOTOXINS","Provided are high affinity T cell receptor variable regions that are useful for treating diseases caused by superantigens including atopic dermatitis, pneumonia and delayed wound healing. The variable regions contain mutants that result in high affinity binding to the superantigen.",univ illinois[us]; univ minnesota[us]; kranz david m[us]; schlievert patrick[us],kranz david m[us]; schlievert patrick[us],20110310,C07K14/7051;A61K38/00
57757079,"HUMANIZED OR CHIMERIC CD3 ANTIBODIES","The present invention relates to humanized or chimeric antibodies binding CD3. It furthermore relates to bispecific antibodies, compositions, pharmaceutical compositions, use of said antibodies in the treatment of a disease, and method of treatment.",genmab as[dk],rademaker rik[nl]; altintas isil[nl]; engelberts patrick[nl]; schuurman janine[nl]; parren paul[nl],20170119,C07K16/2809;C07K16/32;A61K2039/505;C07K2317/24;C07K2317/31;C07K2317/526;C07K2317/55;C07K2317/565;C07K2317/73;C07K2317/92
61245300,"PROTEOLYTICALLY CLEAVABLE CHIMERIC POLYPEPTIDES AND METHODS OF USE THEREOF","The instant disclosure provides chimeric polypeptides which modulate various cellular processes following a cleavage event induced upon binding of a specific binding member of the polypeptide with its binding partner. Methods of using chimeric polypeptides to modulate cellular functions, including e.g., induction of gene expression, are also provided. Nucleic acids encoding the subject chimeric polypeptides and associated expression cassettes and vectors as well as cells that contain such nucleic acids and/or expression cassettes and vectors are provided. Also provided, are methods of treating a subject using the described components and methods as well as kits for practicing the subject methods.",univ california[us],lim wendell a[us]; roybal kole t[us]; williams jasper z[us],20180301,A61K35/17;A61K39/39558;A61P35/00;A61P35/00;A61P37/00;C07K14/4705;C07K14/705;C07K14/705;C07K14/705;C07K14/7051;C07K14/7051;C07K14/70539;C07K14/70539;C07K16/2803;C07K16/2803;C07K16/2803;C07K16/2809;C07K16/2809;C07K16/2809;C07K16/2833;C07K16/2833;C07K16/2833;C07K16/30;C12N15/63;C12N15/63;A61K2039/505;A61K2039/505;C07K2317/14;C07K2317/14;C07K2317/31;C07K2317/31;C07K2317/31;C07K2317/32;C07K2317/32;C07K2317/622;C07K2317/622;C07K2319/00;C07K2319/00;C07K2319/50;C07K2319/50;C07K2319/50;C07K2319/60;C07K2319/60;C07K2319/60;C07K2319/715;C07K2319/715;C07K2319/80;C07K2319/80
50687372,"GLYPICAN-3-SPECIFIC T-CELL RECEPTORS AND THEIR USES FOR IMMUNOTHERAPY OF HEPATOCELLULAR CARCINOMA","The present invention relates to glypican-3-specific T-cell receptors. The present invention further relates to soluble TCR constructs, chimeric TCRs, bi-specific antibodies, nucleic acids, expression constructs and cells comprising said TCRs or TCR constructs. The present invention further relates to the use of the TCR or the soluble TCR constructs or chimeric TCRs or bi-specific antibodies as a medicament, preferably in the detection, diagnosis, prognosis, prevention and/or treatment of liver cancer, in particular hepatocellular carcinoma, or other cancers expressing GPC3. The present invention further relates to methods of detecting, diagnosing, prognosing, preventing and/or treating liver cancer, in particular hepatocellular carcinoma, or other cancers expressing GPC3. The present invention further relates to peptides comprising glypican-3 epitope(s) and respective nucleic acids encoding them, antibodies and compositions as well as their use as (peptide) vaccines. The present invention further relates to vaccines comprising the peptide(s).",tech universität münchen[de],protzer ulrike[de]; dargel christina[de],20151119,A61K35/17;A61K39/0011;C07K14/4725;C07K14/705;C07K14/7051;C07K14/7051;C07K16/18;C12N5/0636;G01N33/57438;C07K2317/31;C07K2317/622;C07K2319/00;C07K2319/21;C07K2319/43;C07K2319/70;C12N2510/00;G01N2333/705
56985682,"NY-ESO-1 SPECIFIC TCRS AND METHODS OF USE THEREOF","The present disclosure relates to NY-ESO-1 specific TCR amino acid sequences and methods of their use.",immune design corp[us],lu hailing[us]; ter meulen jan henrik[us],20170316,A61K38/1774;A61K31/7016;A61P35/00;C07K14/7051;A61K9/0019;A61K45/06;G01N33/57492;C07K2319/03;C07K2319/035
55133165,"PEPTIDES","The present invention relates to novel peptides derived from Calcium homeostasis modulator protein 3 (CALHM3), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; pentier johanne[gb]; gilgunn sarach[gb]; galfre elena[gb],20181115,C07K7/06;C07K14/4702;C07K14/4702;C07K14/4748;C07K14/7051;C07K14/70539;C07K16/18;G01N33/6872;A61K38/00;A61K38/00;C07K2319/00;G01N2333/4703;G01N2333/7051;G01N2333/70539;G01N2333/70539
